,Date,Open,High,Low,Close,Volume,OtherData
0,2006-08-01,8.0,8.0,7.9,7.9,958000.0,-71100.0
1,2006-08-02,7.9,7.9,7.7,7.7,585000.0,-1154800.0
2,2006-08-03,7.8,7.9,7.8,7.8,249000.0,0.0
3,2006-08-04,7.8,7.9,7.8,7.8,477000.0,39000.0
4,2006-08-07,7.8,7.9,7.8,7.8,364000.0,0.0
5,2006-08-08,7.8,7.8,7.6,7.7,321000.0,-606000.0
6,2006-08-09,7.6,7.6,7.6,7.6,367000.0,38000.0
7,2006-08-10,7.7,8.2,7.7,8.1,1755000.0,0.0
8,2006-08-11,7.9,8.1,7.8,7.8,574000.0,0.0
9,2006-08-14,7.8,7.8,7.7,7.8,823000.0,0.0
10,2006-08-15,7.8,7.8,7.6,7.6,784000.0,0.0
11,2006-08-16,7.7,7.8,7.6,7.6,396000.0,77000.0
12,2006-08-17,7.8,7.8,7.7,7.7,655000.0,0.0
13,2006-12-04,7.9,8.1,7.8,8.0,1441000.0,3153100.0
14,2006-12-05,8.0,8.0,8.0,8.0,2826000.0,0.0
15,2006-12-06,8.0,8.1,8.0,8.0,5549000.0,1600000.0
16,2006-12-07,8.0,8.0,8.0,8.0,6460000.0,0.0
17,2006-12-08,8.1,8.4,8.1,8.3,2701000.0,0.0
18,2006-12-11,8.3,8.3,8.1,8.3,1459000.0,0.0
19,2006-12-12,8.4,8.8,8.3,8.7,5185000.0,4200000.0
20,2006-12-13,8.7,8.7,8.5,8.6,1625000.0,0.0
21,2006-12-14,8.5,8.7,8.5,8.6,2345000.0,0.0
22,2006-12-15,8.8,9.7,8.8,9.7,12186000.0,36554700.0
23,2006-12-18,10.0,10.5,9.8,9.8,8188000.0,-1168750.0
24,2006-12-19,9.9,10.0,9.3,9.4,3944000.0,5652900.0
25,2006-12-20,9.6,9.7,9.2,9.5,4318000.0,3647200.0
26,2006-12-21,9.4,10.0,9.4,10.0,3466000.0,-112000.0
27,2006-12-22,9.9,10.0,9.6,9.7,2395000.0,307300.0
